scroll_code.started,scroll_code.stopped,participant,date,expName,psychopyVersion,OS,frameRate,explanatory_statement.started,explanatory_statement.stopped,instruction.started,instruction.stopped,instruction_prestimulus.started,instruction_prestimulus.stopped,instruction_stimulus.started,instruction_stimulus.stopped,instruction_question.started,instruction_question.stopped,instruction_question_continue.started,instruction_question_continue.stopped,start_practice.started,start_practice.stopped,practice_prestimulus.started,practice_prestimulus.stopped,practice_stimulus.started,practice_stimulus.stopped,select_questionnaire.started,select_questionnaire.stopped,practice_response.started,practice_response.stopped,response_mouse0_3.x,response_mouse0_3.y,response_mouse0_3.leftButton,response_mouse0_3.midButton,response_mouse0_3.rightButton,response_mouse0_3.clicked_name,rating,response_time,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,repeat_practice.order,stim_id,soa_id,stim_color_id,condition_name,fixation_w,fixation_h,target_onset,target_d,inner_ring_onset_relative_to_target,inner_ring_onset,inner_ring_inner_d,inner_ring_outer_d,resp_onset,target_colorR,target_colorG,target_colorB,inner_ring_colorR,inner_ring_colorG,inner_ring_colorB,background_colorR,background_colorG,background_colorB,response_continue.started,response_continue.stopped,start_exp1.started,start_exp1.stopped,prestimulus.started,prestimulus.stopped,stimulus.started,stimulus.stopped,response.started,response.stopped,response_mouse0.x,response_mouse0.y,response_mouse0.leftButton,response_mouse0.midButton,response_mouse0.rightButton,response_mouse0.clicked_name,repeat_TM2_M1.thisRepN,repeat_TM2_M1.thisTrialN,repeat_TM2_M1.thisN,repeat_TM2_M1.thisIndex,repeat_TM2_M1.ran,repeat_TM2_M1.order,sortkey,end_exp1.started,end_exp1.stopped
,,,2025-03-23_11h16.20.900,standard_metacontrast,2024.2.4,Win32,48.30917874,,,,,,,,,,,,,,,,,,,80.423,80.9229,,,,,,,,,-2,0.8124,,,,,,,5,5,2,exp1_TM2_M1,0.05,0.05,0,0.05,3,3,0.05,0.066666667,33,-0.5,-0.5,-0.5,-1,-1,-1,0,0,0,,,,,79.0483,80.3399,80.34,80.423,80.9229,81.7354,-0.068518533,-0.049074067,1,0,0,response_panel01,2,4,14,4,1,24,0.233750745,,
,,,2025-03-23_11h16.20.900,standard_metacontrast,2024.2.4,Win32,48.30917874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,exp1_TM2_M1,0.05,0.05,0,0.05,3,3,0.05,0.066666667,33,-0.5,-0.5,-0.5,-1,-1,-1,0,0,0,81.7361,82.1728,,,,,,,,,,,,,,,2,4,14,4,1,,0.233750745,,
,,,2025-03-23_11h16.20.900,standard_metacontrast,2024.2.4,Win32,48.30917874,,,,,,,,,,,,,,,,,,,83.5064,84.0059,,,,,,,,,-1,0.7917,,,,,,,3,3,2,exp1_TM2_M1,0.05,0.05,0,0.05,1,1,0.05,0.066666667,31,-0.5,-0.5,-0.5,-1,-1,-1,0,0,0,,,,,82.1731,83.4642,83.4642,83.5064,84.006,84.7978,-0.031481496,-0.054629644,1,0,0,response_panel01,3,0,15,0,1,24,0.246583861,,
,,,2025-03-23_11h16.20.900,standard_metacontrast,2024.2.4,Win32,48.30917874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,exp1_TM2_M1,0.05,0.05,0,0.05,1,1,0.05,0.066666667,31,-0.5,-0.5,-0.5,-1,-1,-1,0,0,0,84.7985,85.1727,,,,,,,,,,,,,,,3,0,15,0,1,,0.246583861,,
,,,2025-03-23_11h16.20.900,standard_metacontrast,2024.2.4,Win32,48.30917874,,,,,,,,,,,,,,,,,,,86.4848,86.9847,,,,,,,,,4,0.3958,,,,,,,2,2,2,exp1_TM2_M1,0.05,0.05,0,0.05,0,0,0.05,0.066666667,30,-0.5,-0.5,-0.5,-1,-1,-1,0,0,0,,,,,85.1735,86.4642,86.4643,86.4848,86.9848,87.3806,0.051851838,0.093518504,1,0,0,response_panel03,3,1,16,1,1,24,0.83348292,,
,,,2025-03-23_11h16.20.900,standard_metacontrast,2024.2.4,Win32,48.30917874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,exp1_TM2_M1,0.05,0.05,0,0.05,0,0,0.05,0.066666667,30,-0.5,-0.5,-0.5,-1,-1,-1,0,0,0,87.3817,87.7767,,,,,,,,,,,,,,,3,1,16,1,1,,0.83348292,,
,,,2025-03-23_11h16.20.900,standard_metacontrast,2024.2.4,Win32,48.30917874,,,,,,,,,,,,,,,,,,,89.1726,89.6721,,,,,,,,,3,1.0622,,,,,,,6,6,2,exp1_TM2_M1,0.05,0.05,0,0.05,4,4,0.05,0.066666667,34,-0.5,-0.5,-0.5,-1,-1,-1,0,0,0,,,,,87.7775,89.0677,89.0679,89.1726,89.6721,90.7343,0.086111139,0.042592578,1,0,0,response_panel03,3,2,17,2,1,24,0.734218101,,
,,,2025-03-23_11h16.20.900,standard_metacontrast,2024.2.4,Win32,48.30917874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,exp1_TM2_M1,0.05,0.05,0,0.05,4,4,0.05,0.066666667,34,-0.5,-0.5,-0.5,-1,-1,-1,0,0,0,90.7351,91.172,,,,,,,,,,,,,,,3,2,17,2,1,,0.734218101,,
,,,2025-03-23_11h16.20.900,standard_metacontrast,2024.2.4,Win32,48.30917874,,,,,,,,,,,,,,,,,,,92.5255,93.026,,,,,,,,,1,1.062,,,,,,,4,4,2,exp1_TM2_M1,0.05,0.05,0,0.05,2,2,0.05,0.066666667,32,-0.5,-0.5,-0.5,-1,-1,-1,0,0,0,,,,,91.1724,92.4633,92.4634,92.5255,93.026,94.0881,0.044444473,-0.062037044,1,0,0,response_panel02,3,3,18,3,1,24,0.778187038,,
,,,2025-03-23_11h16.20.900,standard_metacontrast,2024.2.4,Win32,48.30917874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,exp1_TM2_M1,0.05,0.05,0,0.05,2,2,0.05,0.066666667,32,-0.5,-0.5,-0.5,-1,-1,-1,0,0,0,94.0888,94.4425,,,,,,,,,,,,,,,3,3,18,3,1,,0.778187038,,
